RegionName,StateName,HousingPrice,RentPrice,RentToPriceRatio
"Visalia, CA",CA,346282.89913725894,1986.1326109391127,0.0057355780949259446
"Killeen, TX",TX,251219.0609529848,1581.6962237583205,0.0062960836560659395
"Asheville, NC",NC,434928.1239224139,2277.7437903702344,0.005237057952997671
"York, PA",PA,286840.39295025216,1530.9589169000935,0.005337319828472044
"Vallejo, CA",CA,594203.3635820133,2937.314973480212,0.004943282306201212
"Santa Maria, CA",CA,1024657.5311494846,5089.707692307692,0.0049672281104477314
"Salinas, CA",CA,840970.7508858484,3833.332125603865,0.004558222888924461
"Salem, OR",OR,439351.4571812859,2312.981525784158,0.005264535915331611
"Mobile, AL",AL,189971.8716054489,1451.8022486772486,0.0076421958493544
"Reading, PA",PA,291119.1200046928,1726.4772727272727,0.005930483963744608
"Corpus Christi, TX",TX,215707.0777624885,1921.728120978121,0.00890897109595126
"Brownsville, TX",TX,191857.71179812445,1711.3445378151262,0.00891986317243181
"Manchester, NH",NH,516268.8242359297,2945.277777777778,0.0057049305313694775
"Fort Wayne, IN",IN,239969.4446861348,1282.1642565813866,0.0053430313107503255
"Gulfport, MS",MS,211014.35318535267,1534.104958949097,0.00727014506734315
"Salisbury, MD",DE,416427.0806690326,2065.5243163054697,0.004960110454360928
"Flint, MI",MI,176535.04444528898,1074.5277777777778,0.006086767537596713
"Peoria, IL",IL,150932.0948704567,1187.468253968254,0.007867566238893354
"Canton, OH",OH,201989.84387076565,1161.3676839156717,0.005749634049218444
"Savannah, GA",GA,339509.2033073244,2175.450701078152,0.006407633960688041
"Anchorage, AK",AK,396392.8720780203,2423.8496240601503,0.006114765917342415
"Beaumont, TX",TX,167385.64660303888,1441.3113275613275,0.008610722345742401
"Shreveport, LA",LA,168889.282612759,1299.7535884246847,0.007695891464024093
"Trenton, NJ",NJ,431872.0738612062,2714.8240740740744,0.006286176482313039
"Montgomery, AL",AL,193323.04717378365,1330.0929311522962,0.006880157076960603
"Davenport, IA",IL,176469.02026795884,1345.486111111111,0.007624489041011628
"Tallahassee, FL",FL,284191.7520278161,1685.436503726159,0.005930631313892572
"Eugene, OR",OR,450666.0742007991,2133.972222222222,0.004735151688545804
"Naples, FL",FL,712574.1921196906,4595.913778324389,0.0064497336967157745
"Ann Arbor, MI",MI,413807.6922011446,2850.428104575163,0.006888291731391065
"Ocala, FL",FL,282118.828564132,1749.5892011556143,0.006201603806666499
"Hickory, NC",NC,254082.7409227705,1568.8492063492065,0.006174560305243499
"Huntington, WV",OH,149937.05425418913,1181.934523809524,0.007882871446879193
"Fort Collins, CO",CO,567209.1486352873,2445.575757575757,0.004311594344801816
"Rockford, IL",IL,197079.5453419191,1441.2035533910532,0.00731280128990894
"Lincoln, NE",NE,286089.830927907,1710.6451212896227,0.005979398553738512
"Gainesville, FL",FL,316477.41853345314,2036.822019378471,0.006435915803462513
"Boulder, CO",CO,782879.23677362,3191.399611499612,0.004076490295811036
"Green Bay, WI",WI,313748.8214816707,1503.5079365079364,0.0047920751683071154
"Columbus, GA",GA,190030.09149731172,1299.757159598623,0.006839743902438789
"South Bend, IN",IN,217872.10376199769,1304.7737181829252,0.00598871400079862
"Spartanburg, SC",SC,265533.75563254574,1676.0719502719503,0.006312086183842303
"Greeley, CO",CO,496903.44700280594,2486.6475095785445,0.005004287099591206
"Lubbock, TX",TX,203070.12602556677,1427.177251917053,0.007028002000340363
"Clarksville, TN",TN,275685.0158994073,1598.295436606846,0.005797541920776848
"Roanoke, VA",VA,279002.5228407707,1580.0730994152048,0.0056632932323589305
"Evansville, IN",IN,208734.6273662668,1148.3931623931624,0.005501689762178635
"Kingsport, TN",TN,233367.23228057023,1493.8194444444443,0.006401153366075282
"Kennewick, WA",WA,427194.3602314919,2229.482195553807,0.005218894262428172
"Utica, NY",NY,208302.37277529496,1750.711111111111,0.008404662355909316
"Hagerstown, MD",MD,307611.93671540165,1776.559714795009,0.005775327621433162
"Duluth, MN",MN,241043.31816442957,1785.8939393939393,0.007409016574256076
"Olympia, WA",WA,514903.4958453105,2538.027813852814,0.004929133001294089
"Longview, TX",TX,215828.4735376734,1627.979797979798,0.007542933382678213
"Wilmington, NC",NC,433989.82419752766,2218.57964519141,0.005112054526379028
"San Luis Obispo, CA",CA,903630.066820458,3366.1292989418,0.0037251187433215574
"Crestview, FL",FL,405120.671173499,2143.8004032258063,0.005291757631166866
"Merced, CA",CA,412560.84511504206,2185.210412394623,0.005296698507065739
"Waco, TX",TX,253719.28234299,1656.403344556678,0.00652848821445692
"Cedar Rapids, IA",IA,231340.02169124305,1367.857142857143,0.005912756179658129
"Atlantic City, NJ",NJ,389082.4933133435,2547.571428571429,0.006547638283277292
"Bremerton, WA",WA,558613.484013493,2686.0698412698416,0.00480845865368506
"Sioux Falls, SD",SD,332331.443200524,1733.1108989050165,0.005215007289753448
"Santa Cruz, CA",CA,1185851.923341002,3993.7801120448185,0.0033678573466346456
"Erie, PA",PA,196531.84310654635,1351.1607142857144,0.006875021843423134
"Norwich, CT",CT,396310.0727614287,2292.0664983164984,0.005783518148670119
"Amarillo, TX",TX,206225.79651921257,1431.1685008818342,0.006939813180687619
"Laredo, TX",TX,208482.6232531788,1543.75,0.007404693858467468
"Tuscaloosa, AL",AL,216862.42836127,1717.034081196581,0.007917618990857111
"College Station, TX",TX,302409.0792418476,2484.7581521739125,0.008216546138109697
"Kalamazoo, MI",MI,259490.969471182,1844.784188034188,0.007109242343938532
"Lynchburg, VA",VA,271206.6040699908,1622.3148148148148,0.005981841114739746
"Charleston, WV",WV,144703.0967146539,1056.111111111111,0.0072984693146802586
"Yakima, WA",WA,339453.70043441205,1809.672619047619,0.0053311323951741015
"Fargo, ND",ND,306152.0955794735,1980.132275132275,0.006467805720500959
"Binghamton, NY",NY,182092.4875531376,2861.6031746031745,0.01571510836639052
"Fort Smith, AR",AR,185269.28418734428,1185.1037581699345,0.006396655351523665
"Appleton, WI",WI,319773.2411721352,1588.4722222222224,0.004967495767937447
"Topeka, KS",KS,205944.9083811085,1206.8650793650795,0.005860135552036723
"Macon, GA",GA,186272.39812495743,1431.0126361655773,0.007682365452801057
"Tyler, TX",TX,269849.14062223106,1715.7014677215914,0.006358002340735438
"Barnstable Town, MA",MA,762932.7724953974,2743.0740740740744,0.0035954335335498027
"Daphne, AL",AL,359778.2102522031,2037.5873015873012,0.00566345388220971
"Bellingham, WA",WA,630760.1507023177,2656.59864902899,0.00421174141402403
"Burlington, VT",VT,482344.1502156069,4019.1666666666665,0.008332570561641738
"Rochester, MN",MN,321681.1323996732,1828.6424242424243,0.005684643083046676
"Lafayette, IN",IN,264440.3077362471,1895.919191919192,0.007169554475825912
"Champaign, IL",IL,212378.07144838816,1478.6262626262626,0.006962236037563777
"Medford, OR",OR,429446.0404322502,2152.5459482038427,0.005012378146593787
"Charlottesville, VA",VA,456430.6776995846,2307.6573099415205,0.00505587687832934
"Lake Charles, LA",LA,182445.47493262496,1236.6068111455108,0.006777952764255598
"Las Cruces, NM",NM,287266.3457836745,1649.6666666666667,0.005742638115739968
"Chico, CA",CA,398302.2149028161,2103.6576797385624,0.005281561590742961
"Hilton Head Island, SC",SC,538772.3880786853,2518.8639122315594,0.00467519117157075
"Athens, GA",GA,356021.73214728694,2102.5729009552538,0.005905743136167359
"Lake Havasu City, AZ",AZ,363932.8293725473,1864.0248599439776,0.005121892584292884
"Columbia, MO",MO,302127.3023873273,1513.2075163398697,0.005008509672521874
"Springfield, IL",IL,178765.20081959502,1465.5844155844154,0.0081983764673721
"Houma, LA",LA,177422.20891358075,1446.111111111111,0.008150676964096904
"Monroe, LA",LA,155330.59444438017,1072.5,0.006904628182466875
"Elkhart, IN",IN,244184.9903401904,1308.9055555555556,0.005360303078956786
"Johnson City, TN",TN,264400.9504778255,1663.1349206349205,0.006290200234262784
"Yuma, AZ",AZ,282844.0171621482,1673.7222222222224,0.005917474369849282
"Gainesville, GA",GA,380923.7132691888,2155.444235588973,0.00565846693315671
"Jacksonville, NC",NC,272297.4982579472,1532.9368191721132,0.005629639746891701
"Florence, SC",SC,179418.47540053353,1588.888888888889,0.008855770763528425
"Hilo, HI",HI,558043.9526781732,2597.9166666666665,0.004655397938099149
"St. Cloud, MN",MN,301656.9315740239,1706.9444444444443,0.005658561981446051
"Racine, WI",WI,283711.48110475304,1548.3333333333333,0.005457422192800339
"Bend, OR",OR,673851.6106809911,2651.335501355013,0.00393459844768433
"Saginaw, MI",MI,157606.88666851915,1047.638888888889,0.006647164416693901
"Warner Robins, GA",GA,238440.21693864555,1636.9641495041951,0.006865302215042909
"Terre Haute, IN",IN,156660.93116561414,956.5873015873016,0.006106099934871733
"Torrington, CT",CT,411427.7845955543,3060.694444444445,0.007439202112840285
"Punta Gorda, FL",FL,349398.96304469043,2255.684523809524,0.0064558993082100445
"Billings, MT",MT,400881.41846071,1858.4791666666667,0.004635982315675264
"Redding, CA",CA,370311.21716192085,1936.948717948718,0.00523059693625693
"Kingston, NY",NY,419099.0210057476,2790.952380952381,0.006659410404382943
"Panama City, FL",FL,326437.21356734104,2126.417450716846,0.006514016669481788
"Joplin, MO",MO,209940.70911923167,1089.3722943722944,0.005188952151979285
"Dover, DE",DE,352914.4008151078,1985.142857142857,0.00562499816544147
"El Centro, CA",CA,349342.67297872296,2105.555555555555,0.006027192548800919
"Jackson, TN",TN,197140.6813451466,1609.7142857142856,0.00816530750898673
"Yuba City, CA",CA,427050.1062690448,2350.978632478633,0.00550515875764119
"Bowling Green, KY",KY,247235.05202619228,1628.5521885521885,0.006587060269996256
"St. George, UT",UT,539817.833395194,2089.79594017094,0.0038712984471578693
"Muskegon, MI",MI,227925.60067204948,1336.345238095238,0.005863076522141263
"Abilene, TX",TX,188582.684140136,1404.8313492063492,0.00744941856995957
"Iowa City, IA",IA,317959.48363567673,2261.51411136537,0.0071125858096959624
"Auburn, AL",AL,317493.675881494,1803.4444444444448,0.005680253124530231
"Midland, TX",TX,308843.4212513152,2380.5,0.0077077892427014506
"Bloomington, IL",IL,238937.3997951305,1759.5007575757577,0.007363856638116876
"Hattiesburg, MS",MS,200524.03111220803,1481.25,0.007386895185500889
"Oshkosh, WI",WI,278025.8343802061,1575.6944444444443,0.0056674389556534855
"Eau Claire, WI",WI,303930.56762842817,1412.4621848739496,0.00464731861587796
"Greenville, NC",NC,256856.70880826283,1790.8724089635853,0.006972262539969035
"Burlington, NC",NC,284839.6258306674,1616.9103641456584,0.005676563994318985
"Waterloo, IA",IA,196996.19218713327,1185.561507936508,0.006018195046177864
"Coeur d'Alene, ID",ID,554635.7308458142,2279.2468805704098,0.004109448334845972
"East Stroudsburg, PA",PA,299114.3602880551,2015.4761904761904,0.00673814586680236
"Pueblo, CO",CO,291307.48297147296,1514.5238095238094,0.0051990556304113995
"Blacksburg, VA",VA,268373.6264061468,1926.0462454212452,0.007176734432564687
"Wausau, WI",WI,242728.9959847246,1128.5,0.004649217928916159
"Kahului, HI",HI,1122070.2368893195,4099.785714285714,0.003653769237878925
"Janesville, WI",WI,262745.06295243144,1335.8333333333333,0.005084142469977366
"Tupelo, MS",MS,175741.21825553093,1299.6666666666667,0.007395343446276376
"Bloomington, IN",IN,301808.41215416585,2134.95945945946,0.00707388983700331
"Odessa, TX",TX,230103.6085751744,2059.9969696969697,0.008952475723665032
"Jackson, MI",MI,210835.16517547923,1327.9444444444443,0.006298495999655414
"State College, PA",PA,327065.60728411115,1968.5238095238096,0.00601874292399634
"Sebastian, FL",FL,382363.14302257687,2639.030687830688,0.006901896105804488
"Madera, CA",CA,409711.2513428615,2324.277777777778,0.005672965460820934
"Decatur, AL",AL,224026.68888198628,1437.3333333333333,0.006415902232481317
"Chambersburg, PA",PA,271826.5202441053,1481.428571428571,0.0054499044835589275
"Vineland, NJ",NJ,257811.36579529816,2150.0,0.008339430627380085
"Idaho Falls, ID",ID,396491.2042497094,1657.2626262626263,0.004179821919123547
"Grand Junction, CO",CO,413699.5271641234,1887.3640873015872,0.0045621615771217205
"Elizabethtown, KY",KY,228588.42331697463,1568.4583333333333,0.006861495042373223
"Niles, MI",MI,249979.9485601364,1859.3253968253969,0.007437898149571419
"Monroe, MI",MI,244759.6879319933,1521.6666666666663,0.0062169823777903435
"Santa Fe, NM",NM,565799.1514254746,2665.3240740740744,0.004710724764006902
"Alexandria, LA",LA,162410.47934270985,1216.9444444444443,0.00749301676449408
"Traverse City, MI",MI,402579.00963894016,2148.888888888889,0.00533780658563435
"Bangor, ME",ME,268043.7669593659,1743.0,0.006502669395271669
"Homosassa Springs, FL",FL,283176.62592397514,1804.726495726496,0.0063731478183902575
"Hanford, CA",CA,347206.8721445809,2111.5608465608466,0.006081564093240553
"Jefferson City, MO",MO,249223.81286496465,1248.1944444444443,0.005008327374883497
"Florence, AL",AL,204138.42258259468,1461.5277777777776,0.007159493834074482
"Dothan, AL",AL,182660.8744545876,1671.388888888889,0.009150229319111372
"Albany, GA",GA,157274.08585215974,1117.542735042735,0.007105701673530908
"Wichita Falls, TX",TX,165678.88780213633,1341.5816993464052,0.008097481321510334
"Texarkana, TX",TX,168633.98618650206,1334.3333333333333,0.00791260032160787
"Valdosta, GA",GA,203394.96278418077,1388.1189083820664,0.006824745752700758
"Logan, UT",UT,443056.9601032042,1873.746031746032,0.004229131241521559
"Flagstaff, AZ",AZ,641306.828462742,2665.208333333333,0.00415590200360415
"Rocky Mount, NC",NC,194324.48706943076,1452.3555555555556,0.0074738679486988134
"Pottsville, PA",PA,142470.85974969895,1204.1666666666667,0.008452020776615067
"Dalton, GA",GA,237664.58798388884,1675.0,0.007047747475587517
"Lebanon, PA",PA,284384.7853262261,1543.4722222222224,0.005427407870824244
"Morristown, TN",TN,276655.34303467703,1919.6666666666667,0.006938838215121869
"Winchester, VA",VA,367145.5844701138,2037.152777777778,0.0055486239354285505
"Wheeling, WV",OH,138700.26945029633,1090.625,0.007863178668090684
"Morgantown, WV",WV,229877.545158951,1740.945767195767,0.007573361573841298
"La Crosse, WI",WI,295407.95699416666,1732.936507936508,0.005866248578980314
"Napa, CA",CA,917987.3380951652,3843.0,0.004186332251569255
"Rapid City, SD",SD,353527.4338089665,1858.7339743589744,0.0052576795931581575
"Sumter, SC",SC,184655.43475792647,1426.638888888889,0.0077259512602980635
"Eureka, CA",CA,432730.3424759587,2058.333333333333,0.004756618917814131
"Springfield, OH",OH,188164.3382067182,1455.5555555555554,0.007735554831630611
"Harrisonburg, VA",VA,323474.84990455414,1776.1805555555557,0.005490938649726998
"Battle Creek, MI",MI,177442.30833993698,1400.0,0.007889888342288329
"Sherman, TX",TX,283514.20264201646,1633.0373803827752,0.005759984385843114
"Manhattan, KS",KS,244399.22428139392,1385.842232392576,0.005670403563953047
"Carbondale, IL",IL,137586.5974572473,923.6210317460318,0.006713016011846876
"Johnstown, PA",PA,113391.37840245286,896.388888888889,0.007905264946223624
"Jonesboro, AR",AR,189144.99441119196,1402.5396825396826,0.007415156223963453
"Bismarck, ND",ND,345052.7490591886,1606.25,0.004655085358338855
"Hammond, LA",LA,209958.22561427925,1395.0,0.006644178840427037
"Pittsfield, MA",MA,368057.4518895301,2183.333333333333,0.005932044908001605
"Mount Vernon, WA",WA,575068.7439919389,2706.944444444445,0.004707166704372981
"The Villages, FL",FL,403098.87355544,2279.097222222222,0.005653940935433469
"Albany, OR",OR,407225.76832240814,2094.203703703704,0.005142610970643891
"Lawton, OK",OK,137938.14455426138,1101.8837535014006,0.007988245434662545
"Cleveland, TN",TN,293556.74298082246,1598.4040404040404,0.005444957673850678
"Sierra Vista, AZ",AZ,254685.86375918973,1588.4021164021162,0.006236710954260031
"Ames, IA",IA,273170.7568942189,1629.0952380952378,0.005963651661023436
"Staunton, VA",VA,307656.3226113689,1641.388888888889,0.005335137841331768
"Augusta, ME",ME,313336.98804162693,1722.2222222222224,0.0054963897910240474
"New Bern, NC",NC,251424.8777086612,1662.6536796536795,0.006612924285003654
"St. Joseph, MO",MO,190098.98924737785,1115.0,0.005865365220585358
"San Angelo, TX",TX,228515.93847037083,1382.058608058608,0.006047974672181583
"Wenatchee, WA",WA,514848.4118177779,2357.3809523809523,0.004578786489906292
"Lumberton, NC",NC,134442.7930884496,1212.5,0.009018705816401025
"Lawrence, KS",KS,315258.1328021919,1803.7553606237816,0.005721518885463755
"Goldsboro, NC",NC,174037.77315983438,1463.6666666666667,0.008410051680691475
"Sheboygan, WI",WI,288003.4292593738,1312.5,0.004557237402954574
"Weirton, WV",OH,128939.75475794457,845.6666666666666,0.006558618544406385
"Missoula, MT",MT,563475.7670214317,2256.1111111111118,0.004003918612218334
"Bozeman, MT",MT,751973.188038838,2926.3888888888887,0.0038916133386630086
"Anniston, AL",AL,157029.70324977653,1182.7777777777778,0.007532191383539796
"Williamsport, PA",PA,218901.3476920018,1997.5,0.009125115130905997
"Brunswick, GA",GA,285013.0121697513,1958.953703703704,0.006873207959140364
"Twin Falls, ID",ID,363119.7296552667,1758.571428571429,0.0048429520209242165
"California, MD",MD,411243.75066258106,2344.9166666666665,0.005702011672854898
"Cookeville, TN",TN,280167.6828298241,1638.888888888889,0.0058496714265376636
"Muncie, IN",IN,155044.8122371935,1174.0681818181818,0.007572444152610842
"Michigan City, IN",IN,235242.8720576459,1327.1666666666667,0.005641687057542159
"Roseburg, OR",OR,337780.2871458722,1676.6666666666667,0.004963778913310561
"Longview, WA",WA,407239.5331919018,1759.1666666666667,0.004319734513195461
"Kankakee, IL",IL,205653.88597643503,1541.25,0.00749438792601568
"Show Low, AZ",AZ,389180.5923966255,1881.180555555556,0.004833695698881072
"Richmond, KY",KY,241281.06320164035,1463.5833333333333,0.0060658856269636295
"Tullahoma, TN",TN,295927.9703177025,1637.3333333333333,0.005532877921527742
"Whitewater, WI",WI,376012.434979342,2175.0,0.0057843831683904124
"Ithaca, NY",NY,335805.9498501587,2741.1904761904766,0.008163019378940825
"Grand Forks, ND",MN,254312.25466141172,1456.875,0.00572868579195944
"Decatur, IL",IL,111337.49891538885,1160.8333333333333,0.010426256603945368
"LaGrange, GA",GA,187491.78536839187,1560.25,0.008321697918308016
"Bay City, MI",MI,164972.01146536492,1275.0,0.007728583707471374
"Gettysburg, PA",PA,307495.0333465252,1314.1666666666667,0.004273781766047888
"Kalispell, MT",MT,641552.8246098551,2504.571428571429,0.003903920819138352
"Danville, VA",VA,156651.99266323788,1158.0,0.007392181741916343
"Mankato, MN",MN,295221.50836589414,1646.6666666666667,0.005577732719344442
"Truckee, CA",CA,620357.0162049257,3125.6111111111118,0.005038406964802688
"Sebring, FL",FL,247325.26355184367,1605.0,0.0064894300604416985
"Cheyenne, WY",WY,367976.94869565096,1780.4560308972077,0.004838498816864206
"Hot Springs, AR",AR,241737.81196289536,1445.8174603174602,0.005980932186725429
"Shelby, NC",NC,193533.0724882052,1392.9444444444443,0.007197449131229687
